eng_Latn,guj_Gujr
"A gay man was forced to have sex with his mother while lesbians are being raped by their cousins to 'cure' their homosexuality, according to a gay rights groups in India.
","ભારતમાં એક ગે રાઇટ્સ જૂથો અનુસાર, એક ગે વ્યક્તિને તેની માતા સાથે સેક્સ કરવાની ફરજ પાડવામાં આવી હતી જ્યારે લેસ્બિયનોને તેમની સજાતીય સંબંધોને 'ઇલાજ' કરવા માટે તેમના પિતરાઇ ભાઈઓ દ્વારા બળાત્કાર ગુજારવામાં આવતા હતા.
"
"A gay man was forced to have sex with his mother while lesbians are being raped by their cousins to 'cure' their homosexuality, according to a gay rights groups in india.
","ભારતમાં એક ગે રાઇટ્સ જૂથો અનુસાર, એક ગે વ્યક્તિને તેની માતા સાથે સેક્સ કરવાની ફરજ પાડવામાં આવી હતી જ્યારે લેસ્બિયનોને તેમની સજાતીય સંબંધોને 'ઇલાજ' કરવા માટે તેમના પિતરાઇ ભાઈઓ દ્વારા બળાત્કાર ગુજારવામાં આવતા હતા.
"
"A grandson of Genghis Khan, he ruled over much of China plus Mongolia and Korea; meanwhile, his uncles and cousins controlled an empire that stretched from Hungary in the west to the Pacific coast of Siberia in the east.
","ચંગીઝ ખાનના પૌત્ર, તેમણે ચાઇના ઉપરાંત મંગોલિયા અને કોરિયાની મોટા ભાગ પર શાસન કર્યું; દરમિયાન, તેમના કાકાઓ અને પિતરાઈઓએ સામ્રાજ્યને નિયંત્રિત કર્યું હતું જે પશ્ચિમમાં હંગેરીથી પૂર્વમાં સાઇબિરીયાના પ્રશાંત દરિયાકિનારે ખેંચાય છે.
"
"A member of a prominent Virginia family, Lee's father was a second cousin of Richard Henry Lee who later served as President of the Continental Congress.
","અગ્રણી વર્જિનિયા પરિવારના એક સભ્ય, લીના પિતા રિચાર્ડ હેનરી લીના બીજા પિતરાઇ ભાઈ હતા, જેમણે પાછળથી કોન્ટિનેન્ટલ કોંગ્રેસના પ્રમુખ તરીકે સેવા આપી હતી.
"
"A nonprofit is a corporation and, just like its for-profit cousins, nonprofit corporations exist independently of the people who founded them.
","બિનનફાકારક એક કોર્પોરેશન છે , અને, તેમના માટે નફો પિતરાઈઓની જેમ, બિનનફાકારક કોર્પોરેશનો તેમની સ્થાપના કરનાર લોકોની સ્વતંત્ર રીતે અસ્તિત્વ ધરાવે છે.
"
"A parallel cousin is the child of the father's brother (paternal uncle's child) or of the mother's sister (maternal aunt's child).
","એક પિતરાઇ તેના કાકા અથવા કાકીનો બાળક છે (એટલે કે તમારા માતાપિતાના એક ભાઈ કે બહેન).
"
"A person is considered to have this if two or more first-degree relatives (parent, sibling, or child) or three or more extended family members (aunts, uncles, cousins) have the disease.
","જો વ્યક્તિ બે અથવા વધુ પ્રથમ ડિગ્રી સંબંધીઓ (પિતૃ, ભાઈ અથવા બાળક) અથવા ત્રણ અથવા વધુ વિસ્તૃત પરિવારના સભ્યો (aunts, કાકાઓ, પિતરાઈ) પાસે આ રોગ હોય તો તેને માનવામાં આવે છે.
"
"A person is considered to have this if two or more firstdegree relatives parent, sibling, or child or three or more extended family members aunts, uncles, cousins have the disease.
","જો વ્યક્તિ બે અથવા વધુ પ્રથમ ડિગ્રી સંબંધીઓ (પિતૃ, ભાઈ અથવા બાળક) અથવા ત્રણ અથવા વધુ વિસ્તૃત પરિવારના સભ્યો (aunts, કાકાઓ, પિતરાઈ) પાસે આ રોગ હોય તો તેને માનવામાં આવે છે.
"
"A recent analysis has shown that Alamosaurus may have been a bigger dinosaur than originally estimated, possibly in the weight class of its more famous South American cousin Argentinosaurus.
","તાજેતરના એક વિશ્લેષણમાં દર્શાવવામાં આવ્યું છે કે એલામોસૌર કદાચ મૂળ ડાયનાસોરના કરતાં મૂળ પ્રણાલિથી હોઇ શકે છે, કદાચ તેના વધુ પ્રખ્યાત દક્ષિણ અમેરિકન પિતરાઇ આર્જંટિસોર્સોસના વજન વર્ગમાં.
"
"A sexual assault case has been filed against veteran Bollywood actor Jeetendra by his cousin.
","બોલિવુડનાં દિગ્ગજ અભિનેતા જિતેન્દ્ર વિરુદ્ધ જાતિય સતામણી મામલે FIR નોંધાવવામાં આવી છે.
"
"A shape's boundaries are defined by other elements of art such as lines, values, colors, and textures; and by adding value you can turn a shape into an illusion of its three-dimensional cousin, form.
","તેના સીમાઓ કલાના અન્ય તત્વો જેમ કે રેખાઓ, મૂલ્યો, રંગ અને દેખાવ દ્વારા વ્યાખ્યાયિત કરવામાં આવે છે; અને મૂલ્ય ઉમેરીને તમે આકારને તેના ત્રિ-પરિમાણીય પિતરાઈ, ફોર્મના ભ્રમમાં ફેરવી શકો છો.
"
"A short time ago one of my cousins committed suicide.
","થોડાક વખત પહેલાં મારા એક સ્વજનનું મૃત્યુ થયું છે.
"
